condition,drugName,rating,sideEffects,review,sentiment
copd,montelukast,3,Extremely Severe Side Effects,thankyou guy sharing honest review pcp placed montelukast mg day allergy began lighten awhile omgosh really guy got desperate fight well know feeling fatigued depressed interest nothing battle get bed day super dark thought awe ful vivid dream could feel next day worthless asked prayer group pray first night dream awful dream fatigue depressing thought remained med awful subject dangerous medicine bottom heart expose well medicine affect harmful way,-0.125
copd,umeclidinium,2,Moderate Side Effects,began using incruse ellipta medicare advantage plan discontinued coverage spiriva used successfully couple year biggest problem encountered horrid bitter taste incruse first thought perhaps received outdated inhaler first refill awful taste developed thrush treated six week incruse ellipta immunologist applied granted exception return using spiriva,0
copd,olodaterol,10,Mild Side Effects,first inhaler used seems actually help walk activity longer feeling breath using one week far side effect good result,0.333333333
copd,striverdi respimat,1,No Side Effects,breathe using medicine also bad cough swelling ankle headache tightness chest,0
copd,singulair,10,No Side Effects,able eliminate use four allergy medicine using singulair asthma lung congestion sinus stop anything regardless antihistamine taking whether pill nasal spray form singulair allowed sleep without cough drop mouth breathe night nose something done year,0
copd,levalbuterol,10,Mild Side Effects,love kind xopenex great work side effect cause tremor shaking nervous heart race etc thats much better altboutel keep great people suffer asthma star,0.333333333
copd,rayos,10,No Side Effects,took seven day mg dose clear lung congestion used nebulizer time day mine cleared right felt like new set lung next flairup work,0
copd  acute,albuterol,1,Mild Side Effects,absolutely despise inhaler honestly take lot get upset product one ridiculous multiple case attack lung strong enough get medicine use multiple time even find little bit relief recommend product,0.333333333
copd  acute,levalbuterol,10,Mild Side Effects,love kind xopenex great work side effect cause tremor shaking nervous heart race etc thats much better altboutel keep great people suffer asthma star,0.333333333
copd  acute,azithromycin,1,Mild Side Effects,horrible took first day one onward four day painful stomach hurt chest pain kept night pain please read side effect taking,0.333333333
copd  acute,epinephrine,10,Mild Side Effects,allergic bee sting epipens saved life two different occasion without could easily died anaphylactic shock,0.333333333
copd  acute,primatene mist,10,Mild Side Effects,experience er every day cannot get primatene mist longer using product year without one single bad side effect time day breathing attack last min primatene prescribed medicine work,0.333333333
copd  acute,xopenex,10,Mild Side Effects,love kind xopenex great work side effect cause tremor shaking nervous heart race etc thats much better altboutel keep great people suffer asthma star,0.333333333
copd  acute,proair hfa,1,Mild Side Effects,could give pro air hfa inhaler zero rating would expensive clog puff money drain whole drawer full still mostly full clogged tried rinsing holder hot water letting dry completely even used blow dryer work puff clog insurance limit albuterol inhaler allowed get express script push pro air hfa sure keep ordering replace clogged one,0.333333333
copd  acute,proair respiclick,1,Extremely Severe Side Effects,asthma kid recently got bronchitis asthma returned inhaler recalled work dangerous found girlfriend pro air hfa inhaler worked perfectly suffocating day horrible dangerous poorly designed product,-0.125
copd  acute,proventil,7,Mild Side Effects,work every time use cause heart speed really fast hand shake avoid use even know used class hard time note taking hand would stay still course important thing able breathe,0.333333333
copd  acute,alupent,10,Moderate Side Effects,asthma since tried many inhaler either work served make dizzy sick stomach one worked,0
copd  acute,azithromycin dose pack,1,Moderate Side Effects,found generic greenstone brand mg tablet ndc effective past taken brand name zithromax z pak third dose knew recovering illness since starting g brand experienced unusual tiredness voice hoarseness increase stuffy mucus filled nose completed rx instructed improved feel pulled insurance company list generic azithromycin,0
copd  acute,metaproterenol,10,No Side Effects,asthma since tried many inhaler either work served make dizzy sick stomach one worked,0
copd  acute,ventolin,4,Mild Side Effects,admitted hospital asthma attack never taken kind breathing medication even though trouble breathing shortness breath tight chest take deep breath given ventolin respond first puff inhaler chamber spacer gave burst therapy involved taking puff every minute hour first minute shaking like crazy sit still shaking persisted went sleep night ventolin inhaler gave help large dose ventolin seems ease symptom overall good high dos severe asthma come side effect,0.333333333
copd  maintenance,tiotropium,8,Extremely Severe Side Effects,intolerance several inhaler first maintenance inhaler able use great success side effect best thing found control asthma ever,-0.125
copd  maintenance,spiriva,5,No Side Effects,came drug day ago forgetting order public holiday general breathing actually improved wife would verify discus doctor next meeting,0
copd  maintenance,albuterol   ipratropium,8,Extremely Severe Side Effects,good drug asthma,-0.125
copd  maintenance,fluticasone   salmeterol,2,Extremely Severe Side Effects,day advair made sick heartburn never thought heart attack read internet post confirming heartburn side effect advair trouble getting food seems getting stuck chest constriction gerd discontinuing medication pending chat doctor,-0.125
copd  maintenance,advair diskus,9,Extremely Severe Side Effects,lung cleared immediately first dose hacking sputum rattling squeaky lung,-0.125
